VALUE, SEQ, DICHO
1925, 0.02310, 0.00000
1926, 0.01520, 0.00000
1927, 0.02220, 0.00000
1928, 0.02210, 0.00000
1929, 0.00030, 0.00000
1930, 0.02461, 0.00000
1931, 0.02330, 0.00000
1932, 0.02220, 0.00000
1933, 0.00120, 0.00000
1934, 0.00345, 0.00000
1935, 0.02699, 0.00000
1936, 0.02502, 0.00000
1937, 0.00815, 0.00000
1938, 0.02220, 0.00000
1939, 0.02320, 0.00000
1940, 0.02040, 0.00000
1941, 0.02226, 0.00000
1942, 0.02356, 0.00000
1943, 0.02240, 0.00000
1944, 0.00685, 0.00000
1945, 0.00680, 0.00000
1946, 0.02226, 0.00000
1947, 0.02390, 0.00000
1948, 0.00695, 0.00000
1949, 0.02270, 0.00000
1950, 0.00430, 0.00000
1951, 0.01960, 0.00000
1952, 0.02226, 0.00000
1953, 0.00550, 0.00000
1954, 0.00030, 0.00000
1955, 0.02228, 0.00000
1956, 0.02436, 0.00000
1957, 0.00895, 0.00000
1958, 0.02311, 0.00000
1959, 0.02431, 0.00000
1960, 0.02282, 0.00000
1961, 0.02291, 0.00000
1962, 0.00380, 0.00000
1963, 0.02287, 0.00000
1964, 0.02371, 0.00000
1965, 0.01356, 0.00000
1966, 0.02357, 0.00000
1967, 0.02147, 0.00000
1968, 0.00340, 0.00000
1969, 0.00856, 0.00000
1970, 0.01296, 0.00000
1971, 0.00115, 0.00000
1972, 0.02281, 0.00000
1973, 0.00722, 0.00000
1974, 0.02321, 0.00000
1975, 0.02640, 0.00000
1976, 0.02516, 0.00000
1977, 0.02506, 0.00000
1978, 0.00430, 0.00000
1979, 0.02276, 0.00000
1980, 0.02260, 0.00000
1981, 0.02446, 0.00000
1982, 0.00350, 0.00000
1983, 0.02256, 0.00000
1984, 0.00370, 0.00000
1985, 0.02440, 0.00000
1986, 0.02446, 0.00000
1987, 0.02251, 0.00000
1988, 0.02278, 0.00000
1989, 0.02259, 0.00000
1990, 0.02410, 0.00000
1991, 0.00925, 0.00000
1992, 0.00120, 0.00000
1993, 0.02071, 0.00000
1994, 0.01125, 0.00000
1995, 0.00575, 0.00000
1996, 0.00580, 0.00000
1997, 0.02416, 0.00000
1998, 0.02367, 0.00000
1999, 0.02536, 0.00000
2000, 0.00270, 0.00000
2001, 0.02431, 0.00000
2002, 0.02582, 0.00010
2003, 0.02362, 0.00000
2004, 0.02663, 0.00000
2005, 0.02281, 0.00000
2006, 0.02336, 0.00000
2007, 0.00030, 0.00000
2008, 0.01225, 0.00000
2009, 0.02472, 0.00000
2010, 0.00645, 0.00000
2011, 0.01075, 0.00000
2012, 0.01442, 0.00000
2013, 0.02411, 0.00000
2014, 0.00555, 0.00000
2015, 0.02397, 0.00000
2016, 0.02707, 0.00000
2017, 0.00670, 0.00000
2018, 0.00575, 0.00000
2019, 0.00550, 0.00000
2020, 0.02551, 0.00000
2021, 0.02358, 0.00000
2022, 0.02526, 0.00000
2023, 0.01395, 0.00000
2024, 0.01342, 0.00000
2025, 0.00040, 0.00000
2026, 0.01091, 0.00000
2027, 0.02501, 0.00000
2028, 0.02504, 0.00000
2029, 0.01755, 0.00000
2030, 0.02565, 0.00000
2031, 0.01716, 0.00000
2032, 0.00620, 0.00000
2033, 0.02057, 0.00000
2034, 0.00146, 0.00000
2035, 0.01296, 0.00000
2036, 0.02421, 0.00000
2037, 0.02147, 0.00000
2038, 0.02546, 0.00000
2039, 0.00340, 0.00000
2040, 0.00396, 0.00000
2041, 0.02442, 0.00000
2042, 0.01770, 0.00000
2043, 0.02082, 0.00000
2044, 0.01105, 0.00010
2045, 0.00070, 0.00000
2046, 0.01440, 0.00000
2047, 0.00060, 0.00000
2048, 0.02383, 0.00010
2049, 0.02505, 0.00000
2050, 0.01761, 0.00000
2051, 0.01126, 0.00000
2052, 0.02506, 0.00000
2053, 0.00500, 0.00000
2054, 0.02437, 0.00000
2055, 0.01911, 0.00000
2056, 0.01526, 0.00000
2057, 0.02462, 0.00000
2058, 0.00300, 0.00000
2059, 0.02417, 0.00000
2060, 0.00290, 0.00000
2061, 0.02431, 0.00010
2062, 0.00345, 0.00000
2063, 0.02388, 0.00000
2064, 0.00515, 0.00000
2065, 0.01085, 0.00000
2066, 0.00280, 0.00000
2067, 0.02420, 0.00010
2068, 0.00855, 0.00000
2069, 0.02536, 0.00000
2070, 0.00290, 0.00000
2071, 0.01136, 0.00000
2072, 0.00529, 0.00000
2073, 0.02541, 0.00000
2074, 0.00685, 0.00000
2075, 0.00510, 0.00000
2076, 0.00040, 0.00000
2077, 0.01390, 0.00000
2078, 0.00825, 0.00000
2079, 0.02370, 0.00000
2080, 0.01356, 0.00000
2081, 0.02411, 0.00000
2082, 0.02351, 0.00000
2083, 0.00110, 0.00000
2084, 0.01592, 0.00000
2085, 0.02327, 0.00000
2086, 0.02271, 0.00000
2087, 0.01449, 0.00010
2088, 0.00775, 0.00000
2089, 0.02261, 0.00000
2090, 0.01196, 0.00000
2091, 0.01906, 0.00000
2092, 0.01295, 0.00010
2093, 0.02734, 0.00000
2094, 0.01607, 0.00000
2095, 0.01785, 0.00000
2096, 0.02475, 0.00000
2097, 0.00290, 0.00000
2098, 0.02566, 0.00000
2099, 0.02783, 0.00000
2100, 0.01035, 0.00000
2101, 0.00700, 0.00000
2102, 0.02089, 0.00000
2103, 0.00095, 0.00000
2104, 0.02951, 0.00010
2105, 0.02704, 0.00000
2106, 0.02311, 0.00000
2107, 0.00095, 0.00000
2108, 0.00130, 0.00000
2109, 0.02371, 0.00000
2110, 0.02310, 0.00000
2111, 0.00325, 0.00000
2112, 0.01415, 0.00000
2113, 0.02536, 0.00000
2114, 0.00080, 0.00010
2115, 0.00720, 0.00000
2116, 0.00275, 0.00000
2117, 0.03326, 0.00000
2118, 0.00040, 0.00010
2119, 0.02798, 0.00000
2120, 0.02259, 0.00000
2121, 0.01820, 0.00010
2122, 0.00380, 0.00000
2123, 0.00115, 0.00000
2124, 0.00860, 0.00000
2125, 0.02436, 0.00000
2126, 0.02149, 0.00000
2127, 0.00815, 0.00000
2128, 0.02420, 0.00000
2129, 0.02260, 0.00000
2130, 0.01496, 0.00010
2131, 0.02540, 0.00000
2132, 0.01840, 0.00000
2133, 0.02531, 0.00000
2134, 0.02460, 0.00000
2135, 0.00120, 0.00000
2136, 0.02487, 0.00000
2137, 0.01015, 0.00000
2138, 0.00655, 0.00010
2139, 0.02481, 0.00000
2140, 0.02596, 0.00000
2141, 0.00836, 0.00000
2142, 0.00000, 0.00000
2143, 0.02151, 0.00000
2144, 0.00070, 0.00000
2145, 0.00876, 0.00000
2146, 0.03016, 0.00000
2147, 0.01735, 0.00000
2148, 0.01671, 0.00000
2149, 0.02766, 0.00000
2150, 0.01515, 0.00000
2151, 0.02366, 0.00000
2152, 0.01966, 0.00000
2153, 0.00180, 0.00000
2154, 0.02621, 0.00000
2155, 0.02556, 0.00000
2156, 0.02668, 0.00000
2157, 0.00290, 0.00000
2158, 0.01656, 0.00000
2159, 0.00170, 0.00000
2160, 0.02610, 0.00000
2161, 0.02642, 0.00000
2162, 0.02558, 0.00000
2163, 0.01355, 0.00000
2164, 0.01874, 0.00000
2165, 0.02410, 0.00000
2166, 0.02502, 0.00000
2167, 0.02508, 0.00000
2168, 0.02091, 0.00000
2169, 0.00706, 0.00000
2170, 0.02883, 0.00000
2171, 0.00985, 0.00000
2172, 0.01680, 0.00000
2173, 0.01383, 0.00000
2174, 0.02722, 0.00000
2175, 0.00550, 0.00000
2176, 0.03517, 0.00000
2177, 0.02571, 0.00000
2178, 0.01361, 0.00000
2179, 0.02580, 0.00000
2180, 0.02682, 0.00000
2181, 0.02566, 0.00000
2182, 0.00210, 0.00000
2183, 0.02728, 0.00000
2184, 0.00355, 0.00000
2185, 0.02676, 0.00000
2186, 0.00280, 0.00000
2187, 0.03233, 0.00000
2188, 0.02533, 0.00000
2189, 0.00946, 0.00000
2190, 0.02510, 0.00000
2191, 0.02712, 0.00000
2192, 0.00460, 0.00000
2193, 0.01440, 0.00000
2194, 0.01595, 0.00000
2195, 0.02633, 0.00000
2196, 0.02536, 0.00000
2197, 0.02486, 0.00000
2198, 0.01155, 0.00000
2199, 0.00725, 0.00000
2200, 0.01283, 0.00000
2201, 0.00070, 0.00000
2202, 0.00823, 0.00000
2203, 0.03208, 0.00000
2204, 0.01025, 0.00000
2205, 0.02606, 0.00000
2206, 0.00200, 0.00000
2207, 0.02140, 0.00000
2208, 0.00465, 0.00000
2209, 0.00600, 0.00000
2210, 0.01155, 0.00000
2211, 0.00625, 0.00000
2212, 0.00480, 0.00010
2213, 0.00993, 0.00010
2214, 0.03298, 0.00000
2215, 0.02470, 0.00000
2216, 0.02681, 0.00000
2217, 0.00370, 0.00000
2218, 0.01250, 0.00000
2219, 0.00050, 0.00000
2220, 0.00160, 0.00000
2221, 0.00070, 0.00000
2222, 0.02430, 0.00000
2223, 0.01376, 0.00000
2224, 0.03274, 0.00000
2225, 0.01201, 0.00000
2226, 0.01096, 0.00000
2227, 0.02181, 0.00000
2228, 0.01551, 0.00000
2229, 0.01684, 0.00000
2230, 0.00510, 0.00010
2231, 0.02707, 0.00000
2232, 0.02586, 0.00000
2233, 0.02673, 0.00000
2234, 0.00040, 0.00000
2235, 0.02770, 0.00000
2236, 0.01296, 0.00000
2237, 0.02151, 0.00000
2238, 0.01622, 0.00000
2239, 0.03086, 0.00000
2240, 0.01998, 0.00000
2241, 0.01145, 0.00000
2242, 0.01611, 0.00000
2243, 0.00775, 0.00000
2244, 0.02510, 0.00000
2245, 0.02476, 0.00000
2246, 0.02577, 0.00000
2247, 0.02524, 0.00000
2248, 0.01022, 0.00000
2249, 0.00440, 0.00000
2250, 0.00210, 0.00000
2251, 0.01810, 0.00000
2252, 0.02518, 0.00000
2253, 0.01376, 0.00000
2254, 0.00160, 0.00000
2255, 0.02556, 0.00000
2256, 0.02561, 0.00000
2257, 0.01280, 0.00000
2258, 0.01673, 0.00000
2259, 0.01195, 0.00000
2260, 0.02074, 0.00000
2261, 0.01565, 0.00000
2262, 0.02471, 0.00000
2263, 0.02677, 0.00000
2264, 0.02626, 0.00000
2265, 0.01292, 0.00000
2266, 0.00966, 0.00000
2267, 0.02806, 0.00000
2268, 0.01155, 0.00000
2269, 0.01380, 0.00000
2270, 0.02281, 0.00000
2271, 0.00540, 0.00000
2272, 0.00315, 0.00000
2273, 0.00440, 0.00000
2274, 0.02607, 0.00000
2275, 0.00885, 0.00000
2276, 0.02091, 0.00000
2277, 0.05225, 0.00000
2278, 0.03859, 0.00000
2279, 0.07560, 0.00000
2280, 0.05414, 0.00000
2281, 0.01066, 0.00000
2282, 0.01286, 0.00000
2283, 0.01461, 0.00000
2284, 0.01616, 0.00000
2285, 0.02774, 0.00000
2286, 0.06614, 0.00000
2287, 0.04253, 0.00000
2288, 0.00995, 0.00000
2289, 0.03396, 0.00000
2290, 0.02338, 0.00000
2291, 0.02520, 0.00000
2292, 0.03458, 0.00000
2293, 0.01216, 0.00000
2294, 0.00310, 0.00000
2295, 0.03671, 0.00010
2296, 0.02236, 0.00000
2297, 0.01981, 0.00000
2298, 0.03480, 0.00000
2299, 0.00895, 0.00000
2300, 0.02737, 0.00000
2301, 0.00010, 0.00000
2302, 0.02291, 0.00000
2303, 0.04048, 0.00000
2304, 0.00895, 0.00000
2305, 0.01462, 0.00010
2306, 0.03801, 0.00000
2307, 0.02541, 0.00000
2308, 0.04478, 0.00000
2309, 0.01795, 0.00000
2310, 0.02001, 0.00000
2311, 0.00335, 0.00000
2312, 0.00020, 0.00000
2313, 0.00730, 0.00000
2314, 0.01221, 0.00000
2315, 0.00810, 0.00010
2316, 0.02907, 0.00000
2317, 0.03005, 0.00000
2318, 0.05089, 0.00000
2319, 0.04643, 0.00000
2320, 0.03642, 0.00000
2321, 0.00460, 0.00000
2322, 0.02355, 0.00000
2323, 0.03527, 0.00000
2324, 0.00816, 0.00000
2325, 0.00966, 0.00000
2326, 0.02081, 0.00000
2327, 0.04432, 0.00000
2328, 0.01226, 0.00000
2329, 0.02906, 0.00000
2330, 0.03923, 0.00000
2331, 0.01871, 0.00000
2332, 0.00000, 0.00000
2333, 0.00445, 0.00010
2334, 0.03456, 0.00000
2335, 0.04257, 0.00010
2336, 0.04073, 0.00000
2337, 0.00350, 0.00000
2338, 0.02371, 0.00000
2339, 0.05954, 0.00000
2340, 0.01940, 0.00000
2341, 0.06978, 0.00000
2342, 0.01511, 0.00000
2343, 0.03037, 0.00000
2344, 0.02291, 0.00000
2345, 0.04051, 0.00000
2346, 0.07270, 0.00000
2347, 0.07128, 0.00000
2348, 0.05964, 0.00000
2349, 0.07377, 0.00000
2350, 0.03853, 0.00000
2351, 0.01536, 0.00000
2352, 0.05744, 0.00000
2353, 0.04133, 0.00000
2354, 0.04995, 0.00000
2355, 0.04781, 0.00000
2356, 0.04444, 0.00000
2357, 0.00605, 0.00000
2358, 0.02341, 0.00010
2359, 0.03572, 0.00000
2360, 0.00781, 0.00010
2361, 0.03676, 0.00010
2362, 0.03641, 0.00000
2363, 0.00120, 0.00000
2364, 0.01711, 0.00000
2365, 0.02731, 0.00000
2366, 0.00295, 0.00000
2367, 0.00815, 0.00000
2368, 0.00270, 0.00000
2369, 0.00995, 0.00000
2370, 0.02736, 0.00000
2371, 0.02155, 0.00000
2372, 0.01981, 0.00010
2373, 0.01847, 0.00000
2374, 0.00966, 0.00000
2375, 0.00550, 0.00000
2376, 0.02836, 0.00000
2377, 0.02593, 0.00000
2378, 0.01512, 0.00000
2379, 0.03468, 0.00000
2380, 0.00670, 0.00000
2381, 0.00180, 0.00000
2382, 0.03692, 0.00010
2383, 0.04312, 0.00000
2384, 0.00965, 0.00000
2385, 0.02556, 0.00010
2386, 0.00220, 0.00000
2387, 0.01857, 0.00000
2388, 0.02636, 0.00000
2389, 0.02550, 0.00000
2390, 0.02476, 0.00000
2391, 0.02358, 0.00000
2392, 0.02454, 0.00000
2393, 0.02462, 0.00000
2394, 0.00605, 0.00000
2395, 0.00520, 0.00000
2396, 0.02496, 0.00000
2397, 0.02636, 0.00000
2398, 0.02976, 0.00000
2399, 0.00785, 0.00000
2400, 0.03075, 0.00000
2401, 0.00815, 0.00000
2402, 0.01681, 0.00010
2403, 0.02656, 0.00000
2404, 0.02684, 0.00000
2405, 0.02340, 0.00000
2406, 0.02612, 0.00000
2407, 0.00765, 0.00000
2408, 0.01335, 0.00000
2409, 0.04122, 0.00000
2410, 0.02543, 0.00000
2411, 0.03542, 0.00000
2412, 0.03094, 0.00000
2413, 0.02814, 0.00000
2414, 0.01065, 0.00000
2415, 0.00525, 0.00000
2416, 0.02966, 0.00000
2417, 0.02640, 0.00000
2418, 0.01699, 0.00000
2419, 0.02746, 0.00000
2420, 0.03126, 0.00000
2421, 0.02752, 0.00000
2422, 0.01991, 0.00000
2423, 0.00320, 0.00000
2424, 0.00935, 0.00000
2425, 0.00160, 0.00000
2426, 0.00120, 0.00000
2427, 0.00595, 0.00000
2428, 0.02598, 0.00000
2429, 0.00255, 0.00000
2430, 0.00220, 0.00000
2431, 0.01960, 0.00000
2432, 0.00110, 0.00010
2433, 0.00630, 0.00000
2434, 0.01035, 0.00000
2435, 0.02581, 0.00000
2436, 0.01681, 0.00000
2437, 0.02611, 0.00010
2438, 0.04295, 0.00000
2439, 0.01325, 0.00000
2440, 0.03186, 0.00000
2441, 0.02680, 0.00000
2442, 0.02832, 0.00010
2443, 0.00040, 0.00000
2444, 0.02010, 0.00000
2445, 0.02641, 0.00000
2446, 0.00935, 0.00000
2447, 0.00526, 0.00000
2448, 0.02518, 0.00000
2449, 0.05249, 0.00000
2450, 0.03195, 0.00000
2451, 0.01896, 0.00000
2452, 0.02684, 0.00000
2453, 0.02196, 0.00000
2454, 0.01856, 0.00000
2455, 0.01400, 0.00000
2456, 0.03542, 0.00000
2457, 0.00605, 0.00000
2458, 0.02828, 0.00000
2459, 0.03454, 0.00000
2460, 0.00626, 0.00000
2461, 0.01407, 0.00000
2462, 0.01045, 0.00000
2463, 0.03422, 0.00000
2464, 0.05154, 0.00000
2465, 0.04757, 0.00000
2466, 0.01991, 0.00000
2467, 0.03952, 0.00000
2468, 0.02141, 0.00000
2469, 0.05428, 0.00000
2470, 0.01999, 0.00000
2471, 0.02772, 0.00000
2472, 0.05027, 0.00010
2473, 0.03492, 0.00000
2474, 0.00988, 0.00000
2475, 0.02851, 0.00010
2476, 0.02472, 0.00000
2477, 0.00250, 0.00010
2478, 0.00370, 0.00000
2479, 0.00935, 0.00000
2480, 0.01198, 0.00000
2481, 0.00670, 0.00000
2482, 0.01205, 0.00000
2483, 0.01081, 0.00000
2484, 0.02500, 0.00000
2485, 0.02476, 0.00000
2486, 0.00660, 0.00000
2487, 0.00270, 0.00000
2488, 0.00545, 0.00000
2489, 0.02456, 0.00000
2490, 0.00315, 0.00000
2491, 0.01344, 0.00000
2492, 0.01245, 0.00000
2493, 0.02506, 0.00000
2494, 0.00270, 0.00000
2495, 0.02279, 0.00010
2496, 0.00245, 0.00000
2497, 0.00510, 0.00000
2498, 0.02270, 0.00000
2499, 0.02451, 0.00000
2500, 0.01741, 0.00000
2501, 0.02268, 0.00000
2502, 0.02280, 0.00000
2503, 0.00575, 0.00000
2504, 0.01451, 0.00000
2505, 0.00615, 0.00000
2506, 0.00350, 0.00000
2507, 0.00100, 0.00000
2508, 0.00465, 0.00000
2509, 0.02681, 0.00000
2510, 0.01550, 0.00000
2511, 0.01526, 0.00010
2512, 0.03821, 0.00000
2513, 0.02602, 0.00000
2514, 0.02310, 0.00000
2515, 0.01090, 0.00000
2516, 0.02256, 0.00010
2517, 0.02450, 0.00000
2518, 0.01366, 0.00000
2519, 0.00772, 0.00000
2520, 0.02366, 0.00000
2521, 0.01845, 0.00000
2522, 0.00655, 0.00000
2523, 0.00885, 0.00000
2524, 0.02230, 0.00000
2525, 0.01023, 0.00000
2526, 0.00240, 0.00000
2527, 0.01980, 0.00000
2528, 0.01045, 0.00000
2529, 0.00405, 0.00000
2530, 0.01115, 0.00000
2531, 0.00110, 0.00000
2532, 0.02399, 0.00000
2533, 0.01890, 0.00000
2534, 0.01083, 0.00000
2535, 0.00010, 0.00000
2536, 0.02234, 0.00000
2537, 0.01840, 0.00000
2538, 0.02221, 0.00000
2539, 0.02411, 0.00000
2540, 0.01261, 0.00000
2541, 0.00030, 0.00000
2542, 0.01100, 0.00000
2543, 0.02210, 0.00000
2544, 0.02438, 0.00010
2545, 0.02416, 0.00000
2546, 0.01680, 0.00000
2547, 0.01760, 0.00000
2548, 0.01798, 0.00000
2549, 0.00580, 0.00000
2550, 0.02355, 0.00000
2551, 0.01689, 0.00000
2552, 0.02092, 0.00000
2553, 0.00840, 0.00000
2554, 0.02237, 0.00000
2555, 0.02502, 0.00010
2556, 0.00676, 0.00000
2557, 0.00812, 0.00000
2558, 0.02421, 0.00000
2559, 0.01667, 0.00000
2560, 0.02508, 0.00000
2561, 0.02497, 0.00010
2562, 0.01423, 0.00000
2563, 0.02555, 0.00000
2564, 0.01066, 0.00000
2565, 0.02402, 0.00000
2566, 0.00170, 0.00000
2567, 0.00656, 0.00000
2568, 0.02470, 0.00000
2569, 0.01211, 0.00000
2570, 0.00010, 0.00000
2571, 0.00720, 0.00000
2572, 0.02216, 0.00000
2573, 0.02426, 0.00000
2574, 0.02392, 0.00000
2575, 0.01632, 0.00000
2576, 0.02705, 0.00000
2577, 0.00690, 0.00000
2578, 0.00725, 0.00000
2579, 0.00270, 0.00000
2580, 0.00010, 0.00000
2581, 0.02451, 0.00000
2582, 0.00210, 0.00000
2583, 0.02436, 0.00000
2584, 0.01726, 0.00010
2585, 0.02336, 0.00000
2586, 0.00550, 0.00000
2587, 0.01216, 0.00000
2588, 0.02507, 0.00000
2589, 0.02313, 0.00000
2590, 0.00030, 0.00000
2591, 0.02546, 0.00000
2592, 0.02417, 0.00000
2593, 0.02316, 0.00000
2594, 0.02262, 0.00000
2595, 0.01446, 0.00000
2596, 0.02296, 0.00000
2597, 0.00340, 0.00000
2598, 0.00836, 0.00000
2599, 0.02261, 0.00010
2600, 0.01671, 0.00000
2601, 0.00820, 0.00000
2602, 0.00276, 0.00000
2603, 0.00230, 0.00000
2604, 0.00996, 0.00000
2605, 0.02482, 0.00000
2606, 0.02438, 0.00000
2607, 0.01702, 0.00000
2608, 0.02302, 0.00000
2609, 0.00450, 0.00000
2610, 0.02433, 0.00000
2611, 0.00500, 0.00000
2612, 0.03497, 0.00000
2613, 0.02358, 0.00000
2614, 0.01296, 0.00000
2615, 0.02091, 0.00000
2616, 0.01736, 0.00000
2617, 0.02556, 0.00000
2618, 0.02729, 0.00000
2619, 0.00140, 0.00000
2620, 0.02870, 0.00000
2621, 0.01135, 0.00000
2622, 0.03067, 0.00000
2623, 0.00995, 0.00000
2624, 0.02765, 0.00000
2625, 0.02911, 0.00010
2626, 0.00585, 0.00000
2627, 0.03022, 0.00000
2628, 0.00955, 0.00000
2629, 0.02866, 0.00000
2630, 0.02682, 0.00000
2631, 0.02996, 0.00000
2632, 0.02184, 0.00000
2633, 0.01724, 0.00000
2634, 0.01290, 0.00000
2635, 0.03036, 0.00000
2636, 0.00530, 0.00000
2637, 0.00705, 0.00000
2638, 0.02141, 0.00000
2639, 0.02613, 0.00000
2640, 0.02571, 0.00000
2641, 0.00345, 0.00000
2642, 0.02110, 0.00000
2643, 0.01605, 0.00000
2644, 0.02886, 0.00000
2645, 0.00515, 0.00000
2646, 0.00160, 0.00000
2647, 0.02554, 0.00000
2648, 0.02590, 0.00000
2649, 0.01787, 0.00000
2650, 0.02713, 0.00000
2651, 0.00985, 0.00000
2652, 0.01145, 0.00000
2653, 0.00020, 0.00000
2654, 0.00220, 0.00000
2655, 0.01305, 0.00000
2656, 0.01557, 0.00000
2657, 0.00540, 0.00000
2658, 0.02836, 0.00000
2659, 0.02906, 0.00000
2660, 0.01829, 0.00000
2661, 0.02839, 0.00000
2662, 0.02576, 0.00000
2663, 0.02586, 0.00000
2664, 0.02550, 0.00000
2665, 0.02701, 0.00000
2666, 0.00846, 0.00000
2667, 0.00715, 0.00010
2668, 0.02559, 0.00000
2669, 0.02556, 0.00000
2670, 0.00830, 0.00000
2671, 0.02590, 0.00000
2672, 0.01860, 0.00000
2673, 0.01105, 0.00000
2674, 0.02631, 0.00000
2675, 0.00681, 0.00000
2676, 0.02580, 0.00000
2677, 0.03112, 0.00000
2678, 0.01127, 0.00000
2679, 0.02653, 0.00000
2680, 0.02311, 0.00000
2681, 0.00862, 0.00000
2682, 0.01153, 0.00000
2683, 0.01690, 0.00000
2684, 0.02746, 0.00000
2685, 0.03073, 0.00000
2686, 0.02111, 0.00000
2687, 0.03802, 0.00000
2688, 0.03676, 0.00000
2689, 0.02971, 0.00010
2690, 0.02746, 0.00000
2691, 0.00230, 0.00000
2692, 0.01541, 0.00000
2693, 0.02576, 0.00000
2694, 0.01475, 0.00000
2695, 0.02446, 0.00000
2696, 0.02417, 0.00000
2697, 0.00030, 0.00000
2698, 0.01859, 0.00000
2699, 0.00330, 0.00000
2700, 0.02466, 0.00000
2701, 0.02510, 0.00010
2702, 0.02286, 0.00000
2703, 0.00375, 0.00000
2704, 0.01011, 0.00000
2705, 0.01095, 0.00000
2706, 0.00020, 0.00000
2707, 0.00965, 0.00000
2708, 0.02210, 0.00000
2709, 0.02596, 0.00000
2710, 0.01808, 0.00000
2711, 0.02381, 0.00000
2712, 0.00470, 0.00000
2713, 0.02485, 0.00000
2714, 0.00420, 0.00000
2715, 0.00140, 0.00000
2716, 0.02453, 0.00010
2717, 0.00340, 0.00000
2718, 0.01726, 0.00000
2719, 0.01772, 0.00000
2720, 0.01910, 0.00000
2721, 0.00945, 0.00000
2722, 0.03126, 0.00000
2723, 0.02550, 0.00000
2724, 0.02516, 0.00000
2725, 0.02471, 0.00010
2726, 0.02456, 0.00000
2727, 0.02386, 0.00000
2728, 0.00040, 0.00010
2729, 0.01275, 0.00000
2730, 0.00115, 0.00000
2731, 0.00040, 0.00000
2732, 0.02591, 0.00000
2733, 0.00653, 0.00000
2734, 0.02572, 0.00000
2735, 0.01082, 0.00010
2736, 0.03649, 0.00000
2737, 0.02341, 0.00010
2738, 0.02776, 0.00000
2739, 0.02502, 0.00000
2740, 0.01006, 0.00000
2741, 0.02492, 0.00000
2742, 0.02458, 0.00000
2743, 0.02361, 0.00000
2744, 0.02493, 0.00000
2745, 0.01196, 0.00000
2746, 0.00650, 0.00000
2747, 0.02348, 0.00000
2748, 0.00110, 0.00000
2749, 0.00886, 0.00000
2750, 0.02471, 0.00000
2751, 0.00060, 0.00000
2752, 0.02572, 0.00000
2753, 0.00200, 0.00000
2754, 0.01781, 0.00000
2755, 0.02392, 0.00000
2756, 0.00060, 0.00000
2757, 0.00646, 0.00000
2758, 0.00130, 0.00000
2759, 0.00945, 0.00000
2760, 0.00655, 0.00000
2761, 0.02460, 0.00000
2762, 0.02546, 0.00000
2763, 0.00811, 0.00000
2764, 0.02318, 0.00000
2765, 0.00680, 0.00000
2766, 0.02297, 0.00000
2767, 0.02441, 0.00000
2768, 0.02542, 0.00000
2769, 0.02591, 0.00000
2770, 0.01441, 0.00000
2771, 0.01515, 0.00000
2772, 0.00000, 0.00000
2773, 0.02575, 0.00000
2774, 0.00765, 0.00000
2775, 0.00790, 0.00000
2776, 0.00285, 0.00000
2777, 0.01326, 0.00000
2778, 0.01395, 0.00000
2779, 0.03067, 0.00000
2780, 0.01946, 0.00000
2781, 0.03056, 0.00000
2782, 0.03051, 0.00000
2783, 0.00160, 0.00000
2784, 0.02790, 0.00000
2785, 0.03016, 0.00005
2786, 0.00135, 0.00000
2787, 0.03176, 0.00000
2788, 0.00695, 0.00000
2789, 0.00110, 0.00000
2790, 0.01463, 0.00000
2791, 0.01036, 0.00000
2792, 0.03310, 0.00000
2793, 0.01016, 0.00000
2794, 0.02600, 0.00000
2795, 0.02706, 0.00000
2796, 0.00110, 0.00000
2797, 0.00600, 0.00000
2798, 0.02516, 0.00000
2799, 0.01990, 0.00000
2800, 0.02299, 0.00000
2801, 0.02841, 0.00000
2802, 0.02718, 0.00000
2803, 0.00500, 0.00000
2804, 0.02041, 0.00000
2805, 0.03601, 0.00000
2806, 0.00765, 0.00000
2807, 0.00320, 0.00000
2808, 0.03397, 0.00000
2809, 0.00285, 0.00000
2810, 0.02742, 0.00000
2811, 0.02540, 0.00000
2812, 0.02293, 0.00000
2813, 0.00635, 0.00000
2814, 0.04348, 0.00010
2815, 0.01330, 0.00000
2816, 0.02640, 0.00000
2817, 0.02601, 0.00000
2818, 0.02637, 0.00000
2819, 0.02372, 0.00010
2820, 0.00912, 0.00000
2821, 0.00500, 0.00000
2822, 0.02857, 0.00000
2823, 0.02249, 0.00000
2824, 0.01831, 0.00000
2825, 0.00100, 0.00000
2826, 0.02658, 0.00000
2827, 0.00575, 0.00000
2828, 0.00085, 0.00010
2829, 0.02641, 0.00000
2830, 0.02581, 0.00010
2831, 0.02427, 0.00000
2832, 0.02416, 0.00000
2833, 0.01326, 0.00000
2834, 0.00290, 0.00000
2835, 0.00276, 0.00000
2836, 0.02791, 0.00000
2837, 0.02996, 0.00010
2838, 0.00295, 0.00000
2839, 0.03122, 0.00000
2840, 0.02946, 0.00000
2841, 0.02976, 0.00000
2842, 0.02991, 0.00000
2843, 0.01770, 0.00000
2844, 0.02989, 0.00000
2845, 0.02371, 0.00000
2846, 0.01516, 0.00010
2847, 0.03057, 0.00000
2848, 0.03026, 0.00000
2849, 0.02240, 0.00000
2850, 0.02670, 0.00000
2851, 0.02543, 0.00000
2852, 0.02380, 0.00000
2853, 0.02421, 0.00000
2854, 0.01125, 0.00000
2855, 0.02290, 0.00000
2856, 0.02562, 0.00010
